timestamp,action,order_id,side,type,price,quantity
191,ADD,167,SELL,LIMIT,9837,75
192,CANCEL,157,BUY,LIMIT,9788,1
193,ADD,168,SELL,LIMIT,9863,62
194,ADD,169,BUY,LIMIT,9879,78
195,CANCEL,93,SELL,LIMIT,10011,41
196,ADD,170,SELL,LIMIT,9906,22
197,ADD,171,BUY,LIMIT,9910,61
198,ADD,172,SELL,LIMIT,9912,18
199,ADD,173,BUY,LIMIT,9854,66
200,CANCEL,158,BUY,LIMIT,9781,50
201,CANCEL,143,BUY,LIMIT,9803,119
202,ADD,174,BUY,LIMIT,9941,70
203,ADD,175,BUY,LIMIT,9876,12
204,ADD,176,BUY,LIMIT,9928,52
205,ADD,177,BUY,LIMIT,9947,122
206,ADD,178,SELL,LIMIT,9970,123
207,ADD,179,BUY,MARKET,0,40
208,ADD,180,SELL,LIMIT,9973,27
209,CANCEL,155,BUY,LIMIT,9853,84
210,ADD,181,SELL,MARKET,0,57
211,ADD,182,BUY,LIMIT,9933,54
212,CANCEL,146,BUY,LIMIT,9834,88
213,CANCEL,151,BUY,LIMIT,9846,47
214,ADD,183,SELL,LIMIT,9899,107
215,ADD,184,BUY,LIMIT,9914,70
216,ADD,185,BUY,LIMIT,9941,109
217,CANCEL,96,SELL,LIMIT,10002,45
218,ADD,186,BUY,LIMIT,9922,114
219,CANCEL,165,BUY,LIMIT,9807,40
220,ADD,187,SELL,LIMIT,9948,131
221,ADD,188,SELL,LIMIT,9921,20
222,ADD,189,SELL,LIMIT,9919,69
223,CANCEL,171,BUY,LIMIT,9910,39
224,ADD,190,BUY,LIMIT,9888,113
225,ADD,191,SELL,LIMIT,9940,103
226,ADD,192,SELL,LIMIT,9905,70
227,ADD,193,BUY,LIMIT,9880,91
228,CANCEL,191,SELL,LIMIT,9940,73
229,ADD,194,SELL,LIMIT,9924,74
230,ADD,195,BUY,LIMIT,9912,100
231,ADD,196,BUY,LIMIT,9973,75
232,CANCEL,169,BUY,LIMIT,9879,78
233,ADD,197,BUY,LIMIT,9930,41
234,ADD,198,SELL,LIMIT,9933,89
235,ADD,199,BUY,LIMIT,9983,103
236,ADD,200,SELL,LIMIT,9979,9
237,ADD,201,BUY,LIMIT,10009,43
238,CANCEL,106,SELL,LIMIT,10002,91
239,ADD,202,SELL,LIMIT,9933,92
240,CANCEL,202,SELL,LIMIT,9933,92
241,CANCEL,200,SELL,LIMIT,9979,9
242,ADD,203,SELL,LIMIT,9933,73
243,CANCEL,187,SELL,LIMIT,9948,37
244,ADD,204,BUY,LIMIT,9985,86
245,ADD,205,BUY,LIMIT,9942,100
246,ADD,206,BUY,LIMIT,9923,52
247,ADD,207,BUY,LIMIT,9971,66
248,ADD,208,BUY,LIMIT,9934,99
249,CANCEL,178,SELL,LIMIT,9970,4
250,ADD,209,SELL,LIMIT,10001,85
251,ADD,210,SELL,LIMIT,9979,94
252,ADD,211,BUY,LIMIT,9929,30
253,ADD,212,BUY,LIMIT,9944,110
254,ADD,213,SELL,MARKET,0,13
255,CANCEL,144,BUY,LIMIT,9815,71
256,ADD,214,SELL,LIMIT,9972,64
257,ADD,215,BUY,LIMIT,9892,72
258,ADD,216,SELL,LIMIT,9904,56
259,ADD,217,SELL,LIMIT,9943,122
260,ADD,218,SELL,LIMIT,9918,105
261,ADD,219,BUY,LIMIT,9901,39
262,ADD,220,BUY,LIMIT,9889,72
263,ADD,221,SELL,LIMIT,9937,111
264,CANCEL,136,BUY,LIMIT,9865,20
265,ADD,222,SELL,LIMIT,9934,133
266,CANCEL,222,SELL,LIMIT,9934,39
267,ADD,223,SELL,LIMIT,9934,113
268,ADD,224,SELL,LIMIT,9950,109
269,ADD,225,SELL,LIMIT,9931,77
270,ADD,226,BUY,LIMIT,9901,73
271,ADD,227,SELL,LIMIT,9967,132
272,ADD,228,SELL,LIMIT,9973,55
273,ADD,229,BUY,LIMIT,9977,13
274,ADD,230,SELL,LIMIT,9955,61
275,ADD,231,BUY,LIMIT,9961,87
276,CANCEL,148,BUY,LIMIT,9826,41
277,ADD,232,SELL,LIMIT,9988,79
278,ADD,233,SELL,LIMIT,9968,121
279,CANCEL,193,BUY,LIMIT,9880,91
280,ADD,234,SELL,LIMIT,9992,86
281,ADD,235,SELL,LIMIT,9977,74
282,ADD,236,BUY,LIMIT,9951,58
283,ADD,237,BUY,LIMIT,9993,36
284,CANCEL,156,BUY,LIMIT,9779,57
285,ADD,238,BUY,LIMIT,9951,81
286,ADD,239,SELL,LIMIT,10016,98
287,ADD,240,SELL,LIMIT,10034,122
288,CANCEL,217,SELL,LIMIT,9943,81
289,CANCEL,226,BUY,LIMIT,9901,73
290,ADD,241,SELL,LIMIT,10041,139
291,ADD,242,BUY,LIMIT,10038,57
292,ADD,243,SELL,LIMIT,10060,56
293,CANCEL,227,SELL,LIMIT,9967,132
294,ADD,244,SELL,MARKET,0,1
295,ADD,245,SELL,MARKET,0,12
296,CANCEL,175,BUY,LIMIT,9876,12
297,ADD,246,BUY,LIMIT,10006,20
298,ADD,247,BUY,LIMIT,9998,65
299,ADD,248,BUY,MARKET,0,83
300,ADD,249,BUY,LIMIT,10009,11
301,ADD,250,SELL,LIMIT,10026,31
302,ADD,251,BUY,LIMIT,10001,69
303,ADD,252,SELL,MARKET,0,107
304,ADD,253,SELL,LIMIT,10019,6
305,ADD,254,BUY,LIMIT,9996,94
306,ADD,255,SELL,LIMIT,10037,57
307,ADD,256,SELL,LIMIT,10050,64
308,ADD,257,SELL,LIMIT,10050,85
309,ADD,258,BUY,LIMIT,10003,36
310,CANCEL,241,SELL,LIMIT,10041,139
311,ADD,259,SELL,LIMIT,10051,33
312,CANCEL,110,SELL,LIMIT,10012,131
313,ADD,260,SELL,LIMIT,10032,13
314,ADD,261,SELL,LIMIT,10047,75
315,CANCEL,261,SELL,LIMIT,10047,75
316,ADD,262,BUY,MARKET,0,84
317,ADD,263,BUY,LIMIT,10020,24
318,ADD,264,BUY,MARKET,0,59
319,ADD,265,BUY,LIMIT,10049,5
320,ADD,266,SELL,LIMIT,10050,103
321,ADD,267,SELL,LIMIT,10053,40
322,ADD,268,BUY,LIMIT,9995,71
323,ADD,269,BUY,LIMIT,10047,136
324,ADD,270,SELL,LIMIT,10025,142
325,ADD,271,BUY,MARKET,0,52
326,ADD,272,BUY,MARKET,0,63
327,ADD,273,SELL,LIMIT,10012,78
328,CANCEL,267,SELL,LIMIT,10053,40
329,ADD,274,SELL,LIMIT,9952,87
330,CANCEL,17,SELL,LIMIT,10044,32
331,ADD,275,BUY,LIMIT,9965,89
332,ADD,276,BUY,LIMIT,9961,121
333,ADD,277,SELL,LIMIT,10001,73
334,CANCEL,166,BUY,LIMIT,9804,108
335,ADD,278,SELL,MARKET,0,55
336,ADD,279,BUY,LIMIT,9954,68
337,CANCEL,149,BUY,LIMIT,9829,101
338,ADD,280,SELL,LIMIT,9989,57
339,ADD,281,SELL,LIMIT,9967,93
340,ADD,282,SELL,LIMIT,9906,103
341,ADD,283,BUY,LIMIT,9949,84
342,ADD,284,SELL,LIMIT,9943,89
343,ADD,285,BUY,LIMIT,9954,99
344,CANCEL,256,SELL,LIMIT,10050,64
345,ADD,286,SELL,LIMIT,9994,147
346,ADD,287,SELL,LIMIT,9995,46
347,CANCEL,219,BUY,LIMIT,9901,39
348,ADD,288,SELL,LIMIT,9968,7
349,CANCEL,240,SELL,LIMIT,10034,122
350,ADD,289,BUY,MARKET,0,15
351,ADD,290,BUY,MARKET,0,154
352,ADD,291,SELL,LIMIT,9999,32
353,CANCEL,145,BUY,LIMIT,9864,90
354,ADD,292,SELL,LIMIT,9990,80
355,ADD,293,BUY,LIMIT,9934,36
356,ADD,294,BUY,LIMIT,9969,108
357,ADD,295,SELL,LIMIT,9959,81
358,ADD,296,SELL,LIMIT,9961,104
359,ADD,297,SELL,LIMIT,10004,106
360,ADD,298,SELL,LIMIT,9999,103
361,ADD,299,SELL,LIMIT,10024,26
362,ADD,300,SELL,LIMIT,10000,68
363,ADD,301,BUY,LIMIT,9999,111
364,ADD,302,SELL,LIMIT,10031,119
365,ADD,303,BUY,LIMIT,9989,76
366,ADD,304,SELL,LIMIT,9958,101
367,ADD,305,SELL,LIMIT,10022,126
368,ADD,306,SELL,LIMIT,10012,46
369,ADD,307,BUY,LIMIT,9979,72
370,ADD,308,BUY,LIMIT,9959,142
371,ADD,309,BUY,LIMIT,9975,104
372,ADD,310,SELL,LIMIT,9994,44
373,ADD,311,BUY,LIMIT,9960,86
374,ADD,312,BUY,LIMIT,9953,25
375,ADD,313,SELL,LIMIT,10007,171
376,ADD,314,SELL,LIMIT,10003,45
377,ADD,315,BUY,LIMIT,9967,50
378,ADD,316,BUY,LIMIT,9968,107
379,ADD,317,SELL,LIMIT,9972,59
380,ADD,318,SELL,MARKET,0,123
381,ADD,319,BUY,LIMIT,9955,60
382,ADD,320,SELL,LIMIT,9995,115
383,ADD,321,BUY,LIMIT,9944,79
384,ADD,322,BUY,LIMIT,9949,59
385,ADD,323,BUY,LIMIT,9944,58
386,ADD,324,BUY,LIMIT,9936,141
387,ADD,325,SELL,LIMIT,9981,136
388,ADD,326,SELL,LIMIT,9942,54
389,ADD,327,BUY,LIMIT,9976,1
390,ADD,328,BUY,LIMIT,9946,25
391,ADD,329,BUY,LIMIT,9991,30
392,ADD,330,BUY,LIMIT,9981,116
393,ADD,331,BUY,LIMIT,9970,30
394,ADD,332,BUY,LIMIT,10013,99
395,ADD,333,SELL,LIMIT,9989,48
396,ADD,334,BUY,LIMIT,9924,58
397,ADD,335,BUY,LIMIT,9926,81
398,ADD,336,SELL,LIMIT,9985,86
399,ADD,337,SELL,LIMIT,9951,13
400,ADD,338,BUY,LIMIT,9920,129
401,ADD,339,BUY,LIMIT,9898,51
402,ADD,340,BUY,LIMIT,9902,19
403,ADD,341,BUY,LIMIT,9981,25
404,CANCEL,250,SELL,LIMIT,10026,31
405,ADD,342,BUY,LIMIT,9917,31
406,ADD,343,BUY,LIMIT,9924,32
407,CANCEL,322,BUY,LIMIT,9949,59
408,ADD,344,BUY,LIMIT,9984,121
409,ADD,345,BUY,LIMIT,9909,71
410,ADD,346,BUY,LIMIT,9945,147
411,CANCEL,293,BUY,LIMIT,9934,36
412,ADD,347,BUY,LIMIT,9934,154
413,CANCEL,310,SELL,LIMIT,9994,44
414,ADD,348,SELL,LIMIT,9969,88
415,ADD,349,SELL,LIMIT,9936,72
416,ADD,350,BUY,LIMIT,9904,70
417,ADD,351,BUY,LIMIT,9905,64
418,ADD,352,BUY,LIMIT,9909,101
419,ADD,353,SELL,LIMIT,9955,46
420,ADD,354,BUY,LIMIT,9878,133
421,ADD,355,SELL,LIMIT,9907,93
422,ADD,356,SELL,LIMIT,9945,74
423,ADD,357,BUY,LIMIT,9857,62
424,ADD,358,SELL,LIMIT,9853,26
425,ADD,359,BUY,LIMIT,9891,81
426,ADD,360,SELL,LIMIT,9891,78
427,ADD,361,SELL,MARKET,0,9
428,CANCEL,354,BUY,LIMIT,9878,133
429,ADD,362,BUY,LIMIT,9883,79
430,CANCEL,220,BUY,LIMIT,9889,72
431,ADD,363,SELL,LIMIT,9924,69
432,ADD,364,BUY,LIMIT,9965,99
433,ADD,365,SELL,LIMIT,9956,24
434,ADD,366,SELL,LIMIT,9995,102
435,CANCEL,277,SELL,LIMIT,10001,73
436,ADD,367,BUY,LIMIT,9941,90
437,ADD,368,BUY,LIMIT,9907,21
438,ADD,369,SELL,LIMIT,9940,88
439,ADD,370,SELL,LIMIT,9917,78
440,ADD,371,BUY,LIMIT,9925,78
441,ADD,372,SELL,LIMIT,9897,1
442,ADD,373,SELL,LIMIT,9892,68
443,CANCEL,306,SELL,LIMIT,10012,46
444,CANCEL,243,SELL,LIMIT,10060,56
445,ADD,374,SELL,MARKET,0,99
446,ADD,375,SELL,LIMIT,9922,49
447,ADD,376,BUY,LIMIT,9917,1
448,ADD,377,SELL,LIMIT,9936,117
449,ADD,378,SELL,LIMIT,9958,97
450,ADD,379,SELL,LIMIT,9981,142
451,ADD,380,BUY,LIMIT,9925,57
452,ADD,381,BUY,MARKET,0,96
453,ADD,382,BUY,MARKET,0,105
454,ADD,383,SELL,LIMIT,9981,94
455,ADD,384,SELL,LIMIT,9959,80
456,ADD,385,SELL,LIMIT,9960,55
457,ADD,386,SELL,LIMIT,9933,189
458,ADD,387,SELL,LIMIT,9962,106
459,ADD,388,BUY,LIMIT,9979,42
460,ADD,389,BUY,LIMIT,9927,80
461,ADD,390,BUY,LIMIT,9921,97
462,CANCEL,253,SELL,LIMIT,10019,6
463,ADD,391,BUY,LIMIT,9934,58
464,ADD,392,BUY,LIMIT,9913,105
465,CANCEL,299,SELL,LIMIT,10024,26
466,ADD,393,SELL,LIMIT,9924,1
467,CANCEL,383,SELL,LIMIT,9981,94
468,ADD,394,SELL,LIMIT,9912,38
469,CANCEL,302,SELL,LIMIT,10031,119
470,ADD,395,BUY,LIMIT,9895,131
471,ADD,396,BUY,LIMIT,9943,60
472,ADD,397,BUY,LIMIT,9957,1
473,ADD,398,SELL,LIMIT,9960,136
474,ADD,399,SELL,LIMIT,9957,69
475,ADD,400,SELL,LIMIT,9924,25
476,ADD,401,BUY,LIMIT,9967,51
477,ADD,402,SELL,LIMIT,9918,89
478,ADD,403,SELL,LIMIT,9982,103
479,ADD,404,SELL,LIMIT,9989,102
480,ADD,405,BUY,LIMIT,9928,24
481,ADD,406,BUY,LIMIT,9915,146
482,ADD,407,BUY,LIMIT,9904,79
483,ADD,408,SELL,LIMIT,9938,88
484,ADD,409,SELL,LIMIT,9973,95
485,ADD,410,BUY,LIMIT,9916,68
486,CANCEL,215,BUY,LIMIT,9892,72
487,ADD,411,SELL,LIMIT,9980,122
488,ADD,412,BUY,MARKET,0,54
489,ADD,413,BUY,LIMIT,9942,90
490,ADD,414,BUY,LIMIT,9941,62
491,ADD,415,BUY,LIMIT,9938,113
492,ADD,416,SELL,LIMIT,10003,1
493,ADD,417,SELL,MARKET,0,30
494,ADD,418,SELL,LIMIT,10026,115
495,CANCEL,184,BUY,LIMIT,9914,70
496,ADD,419,BUY,LIMIT,9978,88
497,ADD,420,BUY,LIMIT,9973,69
498,ADD,421,BUY,LIMIT,9994,37
499,ADD,422,SELL,LIMIT,10015,58
500,ADD,423,BUY,LIMIT,9995,49
501,CANCEL,336,SELL,LIMIT,9985,86
502,ADD,424,SELL,LIMIT,10056,74
503,ADD,425,BUY,LIMIT,10034,32
504,ADD,426,SELL,LIMIT,10019,34
505,ADD,427,SELL,LIMIT,10043,75
506,ADD,428,BUY,LIMIT,9968,120
507,ADD,429,SELL,MARKET,0,49
508,ADD,430,BUY,LIMIT,9945,25
509,ADD,431,SELL,MARKET,0,26
510,ADD,432,SELL,MARKET,0,44
511,ADD,433,SELL,LIMIT,10034,75
512,ADD,434,SELL,LIMIT,9989,26
513,ADD,435,BUY,LIMIT,9997,46
514,ADD,436,BUY,LIMIT,10020,43
515,CANCEL,162,BUY,LIMIT,9784,85
516,CANCEL,335,BUY,LIMIT,9926,81
517,CANCEL,313,SELL,LIMIT,10007,171
518,ADD,437,SELL,LIMIT,10051,68
519,CANCEL,206,BUY,LIMIT,9923,3
520,ADD,438,SELL,LIMIT,10018,131
521,ADD,439,BUY,LIMIT,10002,90
522,CANCEL,270,SELL,LIMIT,10025,142
523,ADD,440,SELL,LIMIT,10043,21
524,ADD,441,SELL,LIMIT,9999,28
525,ADD,442,SELL,LIMIT,10013,92
526,ADD,443,BUY,LIMIT,9990,143
527,ADD,444,BUY,LIMIT,9997,52
528,ADD,445,SELL,LIMIT,9998,101
529,ADD,446,BUY,LIMIT,9978,116
530,ADD,447,BUY,LIMIT,10005,33
531,ADD,448,BUY,LIMIT,9959,82
532,ADD,449,SELL,LIMIT,9991,93
533,ADD,450,BUY,LIMIT,9987,118
534,ADD,451,BUY,LIMIT,10003,118
535,ADD,452,SELL,LIMIT,10015,147
536,ADD,453,SELL,LIMIT,9984,59
537,ADD,454,SELL,LIMIT,9992,43
538,ADD,455,BUY,LIMIT,9941,17
539,ADD,456,BUY,LIMIT,9921,122
540,ADD,457,SELL,LIMIT,9912,24
541,ADD,458,SELL,MARKET,0,24
542,ADD,459,SELL,LIMIT,9973,63
543,ADD,460,BUY,LIMIT,9906,108
544,CANCEL,347,BUY,LIMIT,9934,118
545,ADD,461,SELL,LIMIT,9891,38
546,ADD,462,BUY,LIMIT,9926,76
547,ADD,463,BUY,MARKET,0,48
548,ADD,464,SELL,LIMIT,9895,103
549,ADD,465,SELL,LIMIT,9873,119
550,ADD,466,BUY,LIMIT,9932,72
551,ADD,467,SELL,LIMIT,9928,86
552,ADD,468,BUY,LIMIT,9889,19
553,CANCEL,362,BUY,LIMIT,9883,79
554,CANCEL,452,SELL,LIMIT,10015,147
555,ADD,469,BUY,LIMIT,9904,34
556,ADD,470,SELL,LIMIT,9898,85
557,ADD,471,BUY,LIMIT,9895,78
558,ADD,472,SELL,LIMIT,9907,104
559,ADD,473,BUY,MARKET,0,100
560,ADD,474,BUY,LIMIT,9866,100
561,ADD,475,BUY,LIMIT,9896,123
562,ADD,476,SELL,MARKET,0,46
563,ADD,477,BUY,LIMIT,9912,45
564,ADD,478,SELL,LIMIT,9903,62
565,ADD,479,SELL,LIMIT,9921,30
566,CANCEL,390,BUY,LIMIT,9921,97
567,ADD,480,BUY,LIMIT,9867,151
568,ADD,481,BUY,LIMIT,9864,12
569,ADD,482,SELL,LIMIT,9902,42
570,ADD,483,BUY,LIMIT,9869,87
571,ADD,484,SELL,LIMIT,9836,97
572,ADD,485,SELL,LIMIT,9810,112
573,ADD,486,SELL,LIMIT,9814,68
574,ADD,487,SELL,LIMIT,9825,102
575,ADD,488,SELL,LIMIT,9810,121
576,ADD,489,SELL,LIMIT,9830,129
577,ADD,490,SELL,LIMIT,9804,133
578,ADD,491,SELL,LIMIT,9848,80
579,ADD,492,SELL,LIMIT,9840,36
580,ADD,493,SELL,LIMIT,9807,99
581,ADD,494,SELL,LIMIT,9865,69
582,ADD,495,SELL,LIMIT,9857,43
583,CANCEL,286,SELL,LIMIT,9994,79
584,ADD,496,BUY,LIMIT,9821,31
585,CANCEL,407,BUY,LIMIT,9904,79
586,ADD,497,BUY,LIMIT,9827,98
587,ADD,498,SELL,LIMIT,9868,27
588,ADD,499,BUY,LIMIT,9829,43
589,ADD,500,BUY,LIMIT,9818,42
590,ADD,501,SELL,LIMIT,9840,51
591,CANCEL,257,SELL,LIMIT,10050,85
592,ADD,502,BUY,LIMIT,9828,136
593,CANCEL,161,BUY,LIMIT,9833,42
594,CANCEL,164,BUY,LIMIT,9786,1
595,ADD,503,BUY,LIMIT,9825,110
596,ADD,504,SELL,LIMIT,9859,99
597,ADD,505,SELL,LIMIT,9845,68
598,ADD,506,BUY,LIMIT,9809,2
599,ADD,507,BUY,LIMIT,9819,115
600,ADD,508,BUY,LIMIT,9800,66
601,ADD,509,BUY,LIMIT,9793,75
602,ADD,510,SELL,LIMIT,9821,104
